6T16-6_2.2.1.1_3.2.1-a|[[[3, 6, 4, 2, 1, 5], [2, 1, 4, 3, 5, 6], [5, 3, 2, 4, 6, 1]], [[6, 5, 1, 3, 4, 2], [2, 1, 4, 3, 5, 6], [4, 6, 3, 5, 1, 2]], [[6, 4, 5, 3, 1, 2], [2, 1, 4, 3, 5, 6], [5, 6, 3, 1, 4, 2]]]
6T16-6_3.1.1.1_4.1.1-a|[[[4, 1, 5, 3, 6, 2], [1, 2, 6, 4, 3, 5], [2, 3, 4, 1, 5, 6]]]
6T16-6_3.2.1_3.1.1.1-a|[[[2, 3, 4, 5, 6, 1], [3, 1, 2, 5, 4, 6], [6, 2, 3, 1, 5, 4]], [[2, 3, 4, 5, 6, 1], [6, 2, 4, 3, 1, 5], [1, 5, 2, 4, 3, 6]]]
6T16-6_5.1_2.1.1.1.1-a|[[[2, 3, 4, 5, 6, 1], [1, 6, 2, 3, 4, 5], [2, 1, 3, 4, 5, 6]]]
6T16-6_3.2.1_3.3-a|[[[2, 3, 4, 5, 6, 1], [3, 5, 1, 4, 6, 2], [5, 3, 6, 1, 4, 2]], [[2, 3, 4, 5, 6, 1], [3, 4, 1, 5, 2, 6], [6, 3, 5, 1, 2, 4]]]
6T16-6_4.1.1_4.2-a|[[[3, 1, 4, 5, 6, 2], [3, 2, 6, 1, 5, 4], [2, 3, 4, 1, 6, 5]], [[2, 4, 5, 3, 6, 1], [2, 6, 1, 4, 5, 3], [2, 3, 4, 1, 6, 5]], [[3, 4, 2, 5, 6, 1], [2, 6, 3, 1, 5, 4], [2, 3, 4, 1, 6, 5]], [[5, 6, 2, 3, 4, 1], [5, 6, 3, 4, 2, 1], [2, 3, 4, 1, 6, 5]]]
6T16-6_4.1.1_5.1-a|[[[2, 6, 1, 3, 4, 5], [2, 3, 4, 1, 5, 6], [2, 4, 3, 5, 6, 1]], [[5, 6, 1, 3, 2, 4], [2, 3, 4, 1, 5, 6], [2, 5, 3, 6, 4, 1]], [[3, 6, 2, 1, 4, 5], [2, 3, 4, 1, 5, 6], [3, 2, 4, 5, 6, 1]], [[5, 1, 6, 2, 3, 4], [2, 3, 4, 1, 5, 6], [1, 3, 5, 6, 4, 2]]]
6T16-6_4.2_3.2.1-a|[[[5, 3, 1, 2, 6, 4], [2, 3, 4, 1, 6, 5], [2, 3, 1, 5, 4, 6]], [[3, 6, 2, 5, 1, 4], [2, 3, 4, 1, 6, 5], [6, 2, 4, 5, 3, 1]], [[3, 1, 6, 5, 2, 4], [2, 3, 4, 1, 6, 5], [1, 6, 4, 5, 3, 2]]]
6T16-6_5.1_3.2.1-a|[[[2, 3, 6, 1, 4, 5], [2, 3, 4, 5, 1, 6], [3, 5, 1, 4, 6, 2]], [[4, 6, 2, 5, 3, 1], [2, 3, 4, 5, 1, 6], [6, 2, 4, 5, 3, 1]], [[6, 3, 5, 1, 4, 2], [2, 3, 4, 5, 1, 6], [3, 6, 1, 4, 2, 5]], [[4, 1, 6, 5, 3, 2], [2, 3, 4, 5, 1, 6], [1, 6, 4, 5, 3, 2]], [[4, 6, 5, 3, 2, 1], [2, 3, 4, 5, 1, 6], [6, 4, 3, 5, 2, 1]], [[3, 5, 2, 1, 6, 4], [2, 3, 4, 5, 1, 6], [3, 2, 5, 6, 1, 4]], [[6, 4, 5, 3, 1, 2], [2, 3, 4, 5, 1, 6], [4, 6, 3, 1, 2, 5]], [[5, 3, 4, 1, 6, 2], [2, 3, 4, 5, 1, 6], [3, 6, 1, 2, 5, 4]]]
6T16-6_6_3.1.1.1-a|[[[2, 3, 4, 5, 6, 1], [5, 1, 2, 6, 4, 3], [4, 2, 3, 6, 5, 1]], [[2, 3, 4, 5, 6, 1], [5, 1, 6, 3, 4, 2], [3, 2, 6, 4, 5, 1]], [[2, 3, 4, 5, 6, 1], [6, 1, 4, 2, 3, 5], [1, 2, 4, 5, 3, 6]]]
6T16-6_6_4.2-a|[[[6, 3, 4, 5, 1, 2], [3, 5, 6, 2, 1, 4], [2, 3, 4, 1, 6, 5]], [[3, 6, 4, 5, 2, 1], [3, 6, 5, 1, 2, 4], [2, 3, 4, 1, 6, 5]], [[3, 6, 5, 2, 4, 1], [5, 6, 4, 1, 2, 3], [2, 3, 4, 1, 6, 5]], [[2, 4, 6, 5, 3, 1], [2, 6, 1, 5, 3, 4], [2, 3, 4, 1, 6, 5]]]
6T16-6_6_5.1-a|[[[3, 4, 5, 1, 6, 2], [3, 4, 6, 1, 2, 5], [2, 3, 4, 5, 1, 6]]]
6T16-6_6_5.1-b|[[[2, 3, 4, 5, 6, 1], [4, 6, 1, 2, 3, 5], [2, 3, 4, 5, 1, 6]], [[3, 5, 4, 2, 6, 1], [2, 6, 4, 1, 3, 5], [2, 3, 4, 5, 1, 6]], [[4, 3, 5, 2, 6, 1], [3, 6, 4, 2, 1, 5], [2, 3, 4, 5, 1, 6]], [[2, 4, 1, 5, 6, 3], [4, 3, 1, 6, 2, 5], [2, 3, 4, 5, 1, 6]], [[2, 4, 6, 5, 3, 1], [4, 6, 1, 5, 2, 3], [2, 3, 4, 5, 1, 6]], [[4, 5, 1, 2, 6, 3], [2, 3, 4, 6, 1, 5], [2, 3, 4, 5, 1, 6]]]
7T1-7_7_1.1.1.1.1.1.1-a|[[[2, 3, 4, 5, 6, 7, 1], [7, 1, 2, 3, 4, 5, 6], [1, 2, 3, 4, 5, 6, 7]]]
7T2-7_2.2.2.1_2.2.2.1-a|[[[2, 3, 4, 5, 6, 7, 1], [5, 4, 3, 2, 1, 7, 6], [6, 5, 4, 3, 2, 1, 7]]]
7T3-3.3.1_3.3.1_3.3.1-a|[[[1, 5, 2, 6, 3, 7, 4], [3, 7, 4, 1, 5, 2, 6], [4, 1, 5, 2, 6, 3, 7]], [[1, 3, 5, 7, 2, 4, 6], [4, 6, 1, 3, 5, 7, 2], [3, 5, 7, 2, 4, 6, 1]]]
7T3-7_3.3.1_3.3.1-a|[[[2, 3, 4, 5, 6, 7, 1], [1, 3, 5, 7, 2, 4, 6], [4, 1, 5, 2, 6, 3, 7]], [[2, 3, 4, 5, 6, 7, 1], [3, 7, 4, 1, 5, 2, 6], [2, 4, 6, 1, 3, 5, 7]]]
7T4-6.1_3.3.1_2.2.2.1-a|[[[6, 4, 2, 7, 5, 3, 1], [1, 5, 2, 6, 3, 7, 4], [6, 5, 4, 3, 2, 1, 7]], [[7, 3, 6, 2, 5, 1, 4], [3, 5, 7, 2, 4, 6, 1], [6, 5, 4, 3, 2, 1, 7]]]
7T4-6.1_6.1_3.3.1-a|[[[6, 4, 2, 7, 5, 3, 1], [2, 7, 5, 3, 1, 6, 4], [2, 4, 6, 1, 3, 5, 7]], [[7, 3, 6, 2, 5, 1, 4], [4, 7, 3, 6, 2, 5, 1], [4, 1, 5, 2, 6, 3, 7]]]
7T4-7_6.1_6.1-a|[[[2, 3, 4, 5, 6, 7, 1], [2, 5, 1, 4, 7, 3, 6], [5, 3, 1, 6, 4, 2, 7]], [[2, 3, 4, 5, 6, 7, 1], [4, 2, 7, 5, 3, 1, 6], [3, 6, 2, 5, 1, 4, 7]]]
7T5-4.2.1_3.3.1_3.3.1-a|[[[4, 3, 2, 6, 5, 7, 1], [1, 7, 5, 3, 4, 2, 6], [2, 4, 6, 1, 3, 5, 7]], [[7, 5, 6, 4, 1, 3, 2], [1, 7, 5, 3, 4, 2, 6], [3, 2, 7, 5, 6, 4, 1]], [[5, 2, 1, 3, 4, 7, 6], [3, 1, 2, 7, 4, 6, 5], [1, 3, 5, 7, 2, 4, 6]], [[2, 3, 6, 5, 4, 1, 7], [1, 7, 5, 3, 4, 2, 6], [7, 1, 6, 3, 5, 4, 2]]]
7T5-4.2.1_4.2.1_3.3.1-a|[[[6, 5, 3, 1, 2, 7, 4], [4, 2, 7, 1, 6, 3, 5], [1, 7, 6, 3, 2, 4, 5]], [[6, 5, 3, 1, 2, 7, 4], [3, 5, 1, 2, 6, 4, 7], [6, 2, 1, 7, 4, 3, 5]]]
